,time_series_code,date,value,cat_code,cat_desc,category_level,dt_code,dt_desc,dt_unit,et_code,et_desc,et_unit,geo_code,geo_desc,is_adj,report,detail_code
7001,ESTIMATE_RNTOCC_NE,2006-07-01,7056,ESTIMATE,Housing Inventory Estimate,0,RNTOCC,Renter Occupied Housing Units, Thousands of Units,,,,NE,Northeast,0,Housing Vacancies and Homeownership,RNTOCC
7002,ESTIMATE_VACANT_NE,2006-07-01,2783,ESTIMATE,Housing Inventory Estimate,0,VACANT,Vacant Housing Units, Thousands of Units,,,,NE,Northeast,0,Housing Vacancies and Homeownership,VACANT
7003,ESTIMATE_YRVAC_NE,2006-07-01,1890,ESTIMATE,Housing Inventory Estimate,0,YRVAC,Year-Round Vacant Housing Units, Thousands of Units,,,,NE,Northeast,0,Housing Vacancies and Homeownership,YRVAC
7004,ESTIMATE_SEASON_NE,2006-07-01,893,ESTIMATE,Housing Inventory Estimate,0,SEASON,Seasonal Housing Units, Thousands of Units,,,,NE,Northeast,0,Housing Vacancies and Homeownership,SEASON
7005,ESTIMATE_RENT_NE,2006-07-01,599,ESTIMATE,Housing Inventory Estimate,0,RENT,Vacant Housing Units for Rent, Thousands of Units,,,,NE,Northeast,0,Housing Vacancies and Homeownership,RENT
7006,ESTIMATE_SALE_NE,2006-07-01,234,ESTIMATE,Housing Inventory Estimate,0,SALE,Vacant Housing Units for Sale, Thousands of Units,,,,NE,Northeast,0,Housing Vacancies and Homeownership,SALE
7007,ESTIMATE_RNTSLD_NE,2006-07-01,192,ESTIMATE,Housing Inventory Estimate,0,RNTSLD,"Vacant Housing Units Rented or Sold, Not Yet Occupied", Thousands of Units,,,,NE,Northeast,0,Housing Vacancies and Homeownership,RNTSLD
7008,ESTIMATE_OFFMAR_NE,2006-07-01,865,ESTIMATE,Housing Inventory Estimate,0,OFFMAR,Vacant Housing Units Held Off the Market, Thousands of Units,,,,NE,Northeast,0,Housing Vacancies and Homeownership,OFFMAR
7009,ESTIMATE_OCCUSE_NE,2006-07-01,172,ESTIMATE,Housing Inventory Estimate,0,OCCUSE,Vacant Housing Units Held Off the Market and For Occasional Use, Thousands of Units,,,,NE,Northeast,0,Housing Vacancies and Homeownership,OCCUSE
7010,ESTIMATE_URE_NE,2006-07-01,210,ESTIMATE,Housing Inventory Estimate,0,URE,Vacant Housing Units Held Off the Market and Usual Residence Elsewhere, Thousands of Units,,,,NE,Northeast,0,Housing Vacancies and Homeownership,URE
7011,ESTIMATE_OTH_NE,2006-07-01,483,ESTIMATE,Housing Inventory Estimate,0,OTH,Vacant Housing Units Held Off the Market and Vacant for Other Reasons, Thousands of Units,,,,NE,Northeast,0,Housing Vacancies and Homeownership,OTH
7012,ESTIMATE_TOTAL_MW,2006-07-01,29017,ESTIMATE,Housing Inventory Estimate,0,TOTAL,Total Housing Units, Thousands of Units,,,,MW,Midwest,0,Housing Vacancies and Homeownership,TOTAL
7013,ESTIMATE_OCC_MW,2006-07-01,25337,ESTIMATE,Housing Inventory Estimate,0,OCC,Occupied Housing Units, Thousands of Units,,,,MW,Midwest,0,Housing Vacancies and Homeownership,OCC
7014,ESTIMATE_OWNOCC_MW,2006-07-01,18444,ESTIMATE,Housing Inventory Estimate,0,OWNOCC,Owner Occupied Housing Units, Thousands of Units,,,,MW,Midwest,0,Housing Vacancies and Homeownership,OWNOCC
7015,ESTIMATE_RNTOCC_MW,2006-07-01,6893,ESTIMATE,Housing Inventory Estimate,0,RNTOCC,Renter Occupied Housing Units, Thousands of Units,,,,MW,Midwest,0,Housing Vacancies and Homeownership,RNTOCC
7016,ESTIMATE_VACANT_MW,2006-07-01,3680,ESTIMATE,Housing Inventory Estimate,0,VACANT,Vacant Housing Units, Thousands of Units,,,,MW,Midwest,0,Housing Vacancies and Homeownership,VACANT
7017,ESTIMATE_YRVAC_MW,2006-07-01,2839,ESTIMATE,Housing Inventory Estimate,0,YRVAC,Year-Round Vacant Housing Units, Thousands of Units,,,,MW,Midwest,0,Housing Vacancies and Homeownership,YRVAC
7018,ESTIMATE_SEASON_MW,2006-07-01,841,ESTIMATE,Housing Inventory Estimate,0,SEASON,Seasonal Housing Units, Thousands of Units,,,,MW,Midwest,0,Housing Vacancies and Homeownership,SEASON
7019,ESTIMATE_RENT_MW,2006-07-01,1011,ESTIMATE,Housing Inventory Estimate,0,RENT,Vacant Housing Units for Rent, Thousands of Units,,,,MW,Midwest,0,Housing Vacancies and Homeownership,RENT
7020,ESTIMATE_SALE_MW,2006-07-01,515,ESTIMATE,Housing Inventory Estimate,0,SALE,Vacant Housing Units for Sale, Thousands of Units,,,,MW,Midwest,0,Housing Vacancies and Homeownership,SALE
7021,ESTIMATE_RNTSLD_MW,2006-07-01,282,ESTIMATE,Housing Inventory Estimate,0,RNTSLD,"Vacant Housing Units Rented or Sold, Not Yet Occupied", Thousands of Units,,,,MW,Midwest,0,Housing Vacancies and Homeownership,RNTSLD
7022,ESTIMATE_OFFMAR_MW,2006-07-01,1030,ESTIMATE,Housing Inventory Estimate,0,OFFMAR,Vacant Housing Units Held Off the Market, Thousands of Units,,,,MW,Midwest,0,Housing Vacancies and Homeownership,OFFMAR
7023,ESTIMATE_OCCUSE_MW,2006-07-01,222,ESTIMATE,Housing Inventory Estimate,0,OCCUSE,Vacant Housing Units Held Off the Market and For Occasional Use, Thousands of Units,,,,MW,Midwest,0,Housing Vacancies and Homeownership,OCCUSE
7024,ESTIMATE_URE_MW,2006-07-01,185,ESTIMATE,Housing Inventory Estimate,0,URE,Vacant Housing Units Held Off the Market and Usual Residence Elsewhere, Thousands of Units,,,,MW,Midwest,0,Housing Vacancies and Homeownership,URE
7025,ESTIMATE_OTH_MW,2006-07-01,623,ESTIMATE,Housing Inventory Estimate,0,OTH,Vacant Housing Units Held Off the Market and Vacant for Other Reasons, Thousands of Units,,,,MW,Midwest,0,Housing Vacancies and Homeownership,OTH
7026,ESTIMATE_TOTAL_SO,2006-07-01,47775,ESTIMATE,Housing Inventory Estimate,0,TOTAL,Total Housing Units, Thousands of Units,,,,SO,South,0,Housing Vacancies and Homeownership,TOTAL
7027,ESTIMATE_OCC_SO,2006-07-01,40582,ESTIMATE,Housing Inventory Estimate,0,OCC,Occupied Housing Units, Thousands of Units,,,,SO,South,0,Housing Vacancies and Homeownership,OCC
7028,ESTIMATE_OWNOCC_SO,2006-07-01,28645,ESTIMATE,Housing Inventory Estimate,0,OWNOCC,Owner Occupied Housing Units, Thousands of Units,,,,SO,South,0,Housing Vacancies and Homeownership,OWNOCC
7029,ESTIMATE_RNTOCC_SO,2006-07-01,11938,ESTIMATE,Housing Inventory Estimate,0,RNTOCC,Renter Occupied Housing Units, Thousands of Units,,,,SO,South,0,Housing Vacancies and Homeownership,RNTOCC
7030,ESTIMATE_VACANT_SO,2006-07-01,7194,ESTIMATE,Housing Inventory Estimate,0,VACANT,Vacant Housing Units, Thousands of Units,,,,SO,South,0,Housing Vacancies and Homeownership,VACANT
7031,ESTIMATE_YRVAC_SO,2006-07-01,5697,ESTIMATE,Housing Inventory Estimate,0,YRVAC,Year-Round Vacant Housing Units, Thousands of Units,,,,SO,South,0,Housing Vacancies and Homeownership,YRVAC
7032,ESTIMATE_SEASON_SO,2006-07-01,1497,ESTIMATE,Housing Inventory Estimate,0,SEASON,Seasonal Housing Units, Thousands of Units,,,,SO,South,0,Housing Vacancies and Homeownership,SEASON
7033,ESTIMATE_RENT_SO,2006-07-01,1635,ESTIMATE,Housing Inventory Estimate,0,RENT,Vacant Housing Units for Rent, Thousands of Units,,,,SO,South,0,Housing Vacancies and Homeownership,RENT
7034,ESTIMATE_SALE_SO,2006-07-01,834,ESTIMATE,Housing Inventory Estimate,0,SALE,Vacant Housing Units for Sale, Thousands of Units,,,,SO,South,0,Housing Vacancies and Homeownership,SALE
7035,ESTIMATE_RNTSLD_SO,2006-07-01,447,ESTIMATE,Housing Inventory Estimate,0,RNTSLD,"Vacant Housing Units Rented or Sold, Not Yet Occupied", Thousands of Units,,,,SO,South,0,Housing Vacancies and Homeownership,RNTSLD
7036,ESTIMATE_OFFMAR_SO,2006-07-01,2781,ESTIMATE,Housing Inventory Estimate,0,OFFMAR,Vacant Housing Units Held Off the Market, Thousands of Units,,,,SO,South,0,Housing Vacancies and Homeownership,OFFMAR
7037,ESTIMATE_OCCUSE_SO,2006-07-01,990,ESTIMATE,Housing Inventory Estimate,0,OCCUSE,Vacant Housing Units Held Off the Market and For Occasional Use, Thousands of Units,,,,SO,South,0,Housing Vacancies and Homeownership,OCCUSE
7038,ESTIMATE_URE_SO,2006-07-01,526,ESTIMATE,Housing Inventory Estimate,0,URE,Vacant Housing Units Held Off the Market and Usual Residence Elsewhere, Thousands of Units,,,,SO,South,0,Housing Vacancies and Homeownership,URE
7039,ESTIMATE_OTH_SO,2006-07-01,1265,ESTIMATE,Housing Inventory Estimate,0,OTH,Vacant Housing Units Held Off the Market and Vacant for Other Reasons, Thousands of Units,,,,SO,South,0,Housing Vacancies and Homeownership,OTH
7040,ESTIMATE_TOTAL_WE,2006-07-01,27504,ESTIMATE,Housing Inventory Estimate,0,TOTAL,Total Housing Units, Thousands of Units,,,,WE,West,0,Housing Vacancies and Homeownership,TOTAL
7041,ESTIMATE_OCC_WE,2006-07-01,24392,ESTIMATE,Housing Inventory Estimate,0,OCC,Occupied Housing Units, Thousands of Units,,,,WE,West,0,Housing Vacancies and Homeownership,OCC
7042,ESTIMATE_OWNOCC_WE,2006-07-01,15920,ESTIMATE,Housing Inventory Estimate,0,OWNOCC,Owner Occupied Housing Units, Thousands of Units,,,,WE,West,0,Housing Vacancies and Homeownership,OWNOCC
7043,ESTIMATE_RNTOCC_WE,2006-07-01,8472,ESTIMATE,Housing Inventory Estimate,0,RNTOCC,Renter Occupied Housing Units, Thousands of Units,,,,WE,West,0,Housing Vacancies and Homeownership,RNTOCC
7044,ESTIMATE_VACANT_WE,2006-07-01,3112,ESTIMATE,Housing Inventory Estimate,0,VACANT,Vacant Housing Units, Thousands of Units,,,,WE,West,0,Housing Vacancies and Homeownership,VACANT
7045,ESTIMATE_YRVAC_WE,2006-07-01,2312,ESTIMATE,Housing Inventory Estimate,0,YRVAC,Year-Round Vacant Housing Units, Thousands of Units,,,,WE,West,0,Housing Vacancies and Homeownership,YRVAC
7046,ESTIMATE_SEASON_WE,2006-07-01,799,ESTIMATE,Housing Inventory Estimate,0,SEASON,Seasonal Housing Units, Thousands of Units,,,,WE,West,0,Housing Vacancies and Homeownership,SEASON
7047,ESTIMATE_RENT_WE,2006-07-01,599,ESTIMATE,Housing Inventory Estimate,0,RENT,Vacant Housing Units for Rent, Thousands of Units,,,,WE,West,0,Housing Vacancies and Homeownership,RENT
7048,ESTIMATE_SALE_WE,2006-07-01,371,ESTIMATE,Housing Inventory Estimate,0,SALE,Vacant Housing Units for Sale, Thousands of Units,,,,WE,West,0,Housing Vacancies and Homeownership,SALE
7049,ESTIMATE_RNTSLD_WE,2006-07-01,251,ESTIMATE,Housing Inventory Estimate,0,RNTSLD,"Vacant Housing Units Rented or Sold, Not Yet Occupied", Thousands of Units,,,,WE,West,0,Housing Vacancies and Homeownership,RNTSLD
7050,ESTIMATE_OFFMAR_WE,2006-07-01,1092,ESTIMATE,Housing Inventory Estimate,0,OFFMAR,Vacant Housing Units Held Off the Market, Thousands of Units,,,,WE,West,0,Housing Vacancies and Homeownership,OFFMAR
7051,ESTIMATE_OCCUSE_WE,2006-07-01,489,ESTIMATE,Housing Inventory Estimate,0,OCCUSE,Vacant Housing Units Held Off the Market and For Occasional Use, Thousands of Units,,,,WE,West,0,Housing Vacancies and Homeownership,OCCUSE
7052,ESTIMATE_URE_WE,2006-07-01,213,ESTIMATE,Housing Inventory Estimate,0,URE,Vacant Housing Units Held Off the Market and Usual Residence Elsewhere, Thousands of Units,,,,WE,West,0,Housing Vacancies and Homeownership,URE
7053,ESTIMATE_OTH_WE,2006-07-01,389,ESTIMATE,Housing Inventory Estimate,0,OTH,Vacant Housing Units Held Off the Market and Vacant for Other Reasons, Thousands of Units,,,,WE,West,0,Housing Vacancies and Homeownership,OTH
7073,ESTIMATE_TOTAL_US,2006-10-01,127991,ESTIMATE,Housing Inventory Estimate,0,TOTAL,Total Housing Units, Thousands of Units,,,,US,United States,0,Housing Vacancies and Homeownership,TOTAL
7074,ESTIMATE_OCC_US,2006-10-01,111096,ESTIMATE,Housing Inventory Estimate,0,OCC,Occupied Housing Units, Thousands of Units,,,,US,United States,0,Housing Vacancies and Homeownership,OCC
7075,ESTIMATE_OWNOCC_US,2006-10-01,76544,ESTIMATE,Housing Inventory Estimate,0,OWNOCC,Owner Occupied Housing Units, Thousands of Units,,,,US,United States,0,Housing Vacancies and Homeownership,OWNOCC
7076,ESTIMATE_RNTOCC_US,2006-10-01,34552,ESTIMATE,Housing Inventory Estimate,0,RNTOCC,Renter Occupied Housing Units, Thousands of Units,,,,US,United States,0,Housing Vacancies and Homeownership,RNTOCC
7077,ESTIMATE_VACANT_US,2006-10-01,16894,ESTIMATE,Housing Inventory Estimate,0,VACANT,Vacant Housing Units, Thousands of Units,,,,US,United States,0,Housing Vacancies and Homeownership,VACANT
7078,ESTIMATE_YRVAC_US,2006-10-01,12806,ESTIMATE,Housing Inventory Estimate,0,YRVAC,Year-Round Vacant Housing Units, Thousands of Units,,,,US,United States,0,Housing Vacancies and Homeownership,YRVAC
7079,ESTIMATE_SEASON_US,2006-10-01,4088,ESTIMATE,Housing Inventory Estimate,0,SEASON,Seasonal Housing Units, Thousands of Units,,,,US,United States,0,Housing Vacancies and Homeownership,SEASON
7080,ESTIMATE_RENT_US,2006-10-01,3817,ESTIMATE,Housing Inventory Estimate,0,RENT,Vacant Housing Units for Rent, Thousands of Units,,,,US,United States,0,Housing Vacancies and Homeownership,RENT
7081,ESTIMATE_SALE_US,2006-10-01,2121,ESTIMATE,Housing Inventory Estimate,0,SALE,Vacant Housing Units for Sale, Thousands of Units,,,,US,United States,0,Housing Vacancies and Homeownership,SALE
7082,ESTIMATE_RNTSLD_US,2006-10-01,1025,ESTIMATE,Housing Inventory Estimate,0,RNTSLD,"Vacant Housing Units Rented or Sold, Not Yet Occupied", Thousands of Units,,,,US,United States,0,Housing Vacancies and Homeownership,RNTSLD
7083,ESTIMATE_OFFMAR_US,2006-10-01,5844,ESTIMATE,Housing Inventory Estimate,0,OFFMAR,Vacant Housing Units Held Off the Market, Thousands of Units,,,,US,United States,0,Housing Vacancies and Homeownership,OFFMAR
7084,ESTIMATE_OCCUSE_US,2006-10-01,1920,ESTIMATE,Housing Inventory Estimate,0,OCCUSE,Vacant Housing Units Held Off the Market and For Occasional Use, Thousands of Units,,,,US,United States,0,Housing Vacancies and Homeownership,OCCUSE
7085,ESTIMATE_URE_US,2006-10-01,1149,ESTIMATE,Housing Inventory Estimate,0,URE,Vacant Housing Units Held Off the Market and Usual Residence Elsewhere, Thousands of Units,,,,US,United States,0,Housing Vacancies and Homeownership,URE
7086,ESTIMATE_OTH_US,2006-10-01,2775,ESTIMATE,Housing Inventory Estimate,0,OTH,Vacant Housing Units Held Off the Market and Vacant for Other Reasons, Thousands of Units,,,,US,United States,0,Housing Vacancies and Homeownership,OTH
7087,ESTIMATE_TOTAL_NE,2006-10-01,23252,ESTIMATE,Housing Inventory Estimate,0,TOTAL,Total Housing Units, Thousands of Units,,,,NE,Northeast,0,Housing Vacancies and Homeownership,TOTAL
7088,ESTIMATE_OCC_NE,2006-10-01,20468,ESTIMATE,Housing Inventory Estimate,0,OCC,Occupied Housing Units, Thousands of Units,,,,NE,Northeast,0,Housing Vacancies and Homeownership,OCC
7089,ESTIMATE_OWNOCC_NE,2006-10-01,13411,ESTIMATE,Housing Inventory Estimate,0,OWNOCC,Owner Occupied Housing Units, Thousands of Units,,,,NE,Northeast,0,Housing Vacancies and Homeownership,OWNOCC
7090,ESTIMATE_RNTOCC_NE,2006-10-01,7056,ESTIMATE,Housing Inventory Estimate,0,RNTOCC,Renter Occupied Housing Units, Thousands of Units,,,,NE,Northeast,0,Housing Vacancies and Homeownership,RNTOCC
7091,ESTIMATE_VACANT_NE,2006-10-01,2783,ESTIMATE,Housing Inventory Estimate,0,VACANT,Vacant Housing Units, Thousands of Units,,,,NE,Northeast,0,Housing Vacancies and Homeownership,VACANT
7092,ESTIMATE_YRVAC_NE,2006-10-01,1890,ESTIMATE,Housing Inventory Estimate,0,YRVAC,Year-Round Vacant Housing Units, Thousands of Units,,,,NE,Northeast,0,Housing Vacancies and Homeownership,YRVAC
7093,ESTIMATE_SEASON_NE,2006-10-01,893,ESTIMATE,Housing Inventory Estimate,0,SEASON,Seasonal Housing Units, Thousands of Units,,,,NE,Northeast,0,Housing Vacancies and Homeownership,SEASON
7094,ESTIMATE_RENT_NE,2006-10-01,599,ESTIMATE,Housing Inventory Estimate,0,RENT,Vacant Housing Units for Rent, Thousands of Units,,,,NE,Northeast,0,Housing Vacancies and Homeownership,RENT
7095,ESTIMATE_SALE_NE,2006-10-01,234,ESTIMATE,Housing Inventory Estimate,0,SALE,Vacant Housing Units for Sale, Thousands of Units,,,,NE,Northeast,0,Housing Vacancies and Homeownership,SALE
7096,ESTIMATE_RNTSLD_NE,2006-10-01,192,ESTIMATE,Housing Inventory Estimate,0,RNTSLD,"Vacant Housing Units Rented or Sold, Not Yet Occupied", Thousands of Units,,,,NE,Northeast,0,Housing Vacancies and Homeownership,RNTSLD
7097,ESTIMATE_OFFMAR_NE,2006-10-01,865,ESTIMATE,Housing Inventory Estimate,0,OFFMAR,Vacant Housing Units Held Off the Market, Thousands of Units,,,,NE,Northeast,0,Housing Vacancies and Homeownership,OFFMAR
7098,ESTIMATE_OCCUSE_NE,2006-10-01,172,ESTIMATE,Housing Inventory Estimate,0,OCCUSE,Vacant Housing Units Held Off the Market and For Occasional Use, Thousands of Units,,,,NE,Northeast,0,Housing Vacancies and Homeownership,OCCUSE
7099,ESTIMATE_URE_NE,2006-10-01,210,ESTIMATE,Housing Inventory Estimate,0,URE,Vacant Housing Units Held Off the Market and Usual Residence Elsewhere, Thousands of Units,,,,NE,Northeast,0,Housing Vacancies and Homeownership,URE
7100,ESTIMATE_OTH_NE,2006-10-01,483,ESTIMATE,Housing Inventory Estimate,0,OTH,Vacant Housing Units Held Off the Market and Vacant for Other Reasons, Thousands of Units,,,,NE,Northeast,0,Housing Vacancies and Homeownership,OTH
7101,ESTIMATE_TOTAL_MW,2006-10-01,29017,ESTIMATE,Housing Inventory Estimate,0,TOTAL,Total Housing Units, Thousands of Units,,,,MW,Midwest,0,Housing Vacancies and Homeownership,TOTAL
7102,ESTIMATE_OCC_MW,2006-10-01,25337,ESTIMATE,Housing Inventory Estimate,0,OCC,Occupied Housing Units, Thousands of Units,,,,MW,Midwest,0,Housing Vacancies and Homeownership,OCC
7103,ESTIMATE_OWNOCC_MW,2006-10-01,18444,ESTIMATE,Housing Inventory Estimate,0,OWNOCC,Owner Occupied Housing Units, Thousands of Units,,,,MW,Midwest,0,Housing Vacancies and Homeownership,OWNOCC
7104,ESTIMATE_RNTOCC_MW,2006-10-01,6893,ESTIMATE,Housing Inventory Estimate,0,RNTOCC,Renter Occupied Housing Units, Thousands of Units,,,,MW,Midwest,0,Housing Vacancies and Homeownership,RNTOCC
7105,ESTIMATE_VACANT_MW,2006-10-01,3680,ESTIMATE,Housing Inventory Estimate,0,VACANT,Vacant Housing Units, Thousands of Units,,,,MW,Midwest,0,Housing Vacancies and Homeownership,VACANT
7106,ESTIMATE_YRVAC_MW,2006-10-01,2839,ESTIMATE,Housing Inventory Estimate,0,YRVAC,Year-Round Vacant Housing Units, Thousands of Units,,,,MW,Midwest,0,Housing Vacancies and Homeownership,YRVAC
7107,ESTIMATE_SEASON_MW,2006-10-01,841,ESTIMATE,Housing Inventory Estimate,0,SEASON,Seasonal Housing Units, Thousands of Units,,,,MW,Midwest,0,Housing Vacancies and Homeownership,SEASON
7108,ESTIMATE_RENT_MW,2006-10-01,1011,ESTIMATE,Housing Inventory Estimate,0,RENT,Vacant Housing Units for Rent, Thousands of Units,,,,MW,Midwest,0,Housing Vacancies and Homeownership,RENT
7109,ESTIMATE_SALE_MW,2006-10-01,515,ESTIMATE,Housing Inventory Estimate,0,SALE,Vacant Housing Units for Sale, Thousands of Units,,,,MW,Midwest,0,Housing Vacancies and Homeownership,SALE
7110,ESTIMATE_RNTSLD_MW,2006-10-01,282,ESTIMATE,Housing Inventory Estimate,0,RNTSLD,"Vacant Housing Units Rented or Sold, Not Yet Occupied", Thousands of Units,,,,MW,Midwest,0,Housing Vacancies and Homeownership,RNTSLD
7111,ESTIMATE_OFFMAR_MW,2006-10-01,1030,ESTIMATE,Housing Inventory Estimate,0,OFFMAR,Vacant Housing Units Held Off the Market, Thousands of Units,,,,MW,Midwest,0,Housing Vacancies and Homeownership,OFFMAR
7112,ESTIMATE_OCCUSE_MW,2006-10-01,222,ESTIMATE,Housing Inventory Estimate,0,OCCUSE,Vacant Housing Units Held Off the Market and For Occasional Use, Thousands of Units,,,,MW,Midwest,0,Housing Vacancies and Homeownership,OCCUSE
7113,ESTIMATE_URE_MW,2006-10-01,185,ESTIMATE,Housing Inventory Estimate,0,URE,Vacant Housing Units Held Off the Market and Usual Residence Elsewhere, Thousands of Units,,,,MW,Midwest,0,Housing Vacancies and Homeownership,URE
7114,ESTIMATE_OTH_MW,2006-10-01,623,ESTIMATE,Housing Inventory Estimate,0,OTH,Vacant Housing Units Held Off the Market and Vacant for Other Reasons, Thousands of Units,,,,MW,Midwest,0,Housing Vacancies and Homeownership,OTH
7115,ESTIMATE_TOTAL_SO,2006-10-01,47775,ESTIMATE,Housing Inventory Estimate,0,TOTAL,Total Housing Units, Thousands of Units,,,,SO,South,0,Housing Vacancies and Homeownership,TOTAL
7116,ESTIMATE_OCC_SO,2006-10-01,40582,ESTIMATE,Housing Inventory Estimate,0,OCC,Occupied Housing Units, Thousands of Units,,,,SO,South,0,Housing Vacancies and Homeownership,OCC
7117,ESTIMATE_OWNOCC_SO,2006-10-01,28645,ESTIMATE,Housing Inventory Estimate,0,OWNOCC,Owner Occupied Housing Units, Thousands of Units,,,,SO,South,0,Housing Vacancies and Homeownership,OWNOCC
7118,ESTIMATE_RNTOCC_SO,2006-10-01,11938,ESTIMATE,Housing Inventory Estimate,0,RNTOCC,Renter Occupied Housing Units, Thousands of Units,,,,SO,South,0,Housing Vacancies and Homeownership,RNTOCC
7119,ESTIMATE_VACANT_SO,2006-10-01,7194,ESTIMATE,Housing Inventory Estimate,0,VACANT,Vacant Housing Units, Thousands of Units,,,,SO,South,0,Housing Vacancies and Homeownership,VACANT
7120,ESTIMATE_YRVAC_SO,2006-10-01,5697,ESTIMATE,Housing Inventory Estimate,0,YRVAC,Year-Round Vacant Housing Units, Thousands of Units,,,,SO,South,0,Housing Vacancies and Homeownership,YRVAC
7121,ESTIMATE_SEASON_SO,2006-10-01,1497,ESTIMATE,Housing Inventory Estimate,0,SEASON,Seasonal Housing Units, Thousands of Units,,,,SO,South,0,Housing Vacancies and Homeownership,SEASON
7122,ESTIMATE_RENT_SO,2006-10-01,1635,ESTIMATE,Housing Inventory Estimate,0,RENT,Vacant Housing Units for Rent, Thousands of Units,,,,SO,South,0,Housing Vacancies and Homeownership,RENT
7123,ESTIMATE_SALE_SO,2006-10-01,834,ESTIMATE,Housing Inventory Estimate,0,SALE,Vacant Housing Units for Sale, Thousands of Units,,,,SO,South,0,Housing Vacancies and Homeownership,SALE
7124,ESTIMATE_RNTSLD_SO,2006-10-01,447,ESTIMATE,Housing Inventory Estimate,0,RNTSLD,"Vacant Housing Units Rented or Sold, Not Yet Occupied", Thousands of Units,,,,SO,South,0,Housing Vacancies and Homeownership,RNTSLD
7125,ESTIMATE_OFFMAR_SO,2006-10-01,2781,ESTIMATE,Housing Inventory Estimate,0,OFFMAR,Vacant Housing Units Held Off the Market, Thousands of Units,,,,SO,South,0,Housing Vacancies and Homeownership,OFFMAR
7126,ESTIMATE_OCCUSE_SO,2006-10-01,990,ESTIMATE,Housing Inventory Estimate,0,OCCUSE,Vacant Housing Units Held Off the Market and For Occasional Use, Thousands of Units,,,,SO,South,0,Housing Vacancies and Homeownership,OCCUSE
7127,ESTIMATE_URE_SO,2006-10-01,526,ESTIMATE,Housing Inventory Estimate,0,URE,Vacant Housing Units Held Off the Market and Usual Residence Elsewhere, Thousands of Units,,,,SO,South,0,Housing Vacancies and Homeownership,URE
7128,ESTIMATE_OTH_SO,2006-10-01,1265,ESTIMATE,Housing Inventory Estimate,0,OTH,Vacant Housing Units Held Off the Market and Vacant for Other Reasons, Thousands of Units,,,,SO,South,0,Housing Vacancies and Homeownership,OTH
7129,ESTIMATE_TOTAL_WE,2006-10-01,27504,ESTIMATE,Housing Inventory Estimate,0,TOTAL,Total Housing Units, Thousands of Units,,,,WE,West,0,Housing Vacancies and Homeownership,TOTAL
7130,ESTIMATE_OCC_WE,2006-10-01,24392,ESTIMATE,Housing Inventory Estimate,0,OCC,Occupied Housing Units, Thousands of Units,,,,WE,West,0,Housing Vacancies and Homeownership,OCC
7131,ESTIMATE_OWNOCC_WE,2006-10-01,15920,ESTIMATE,Housing Inventory Estimate,0,OWNOCC,Owner Occupied Housing Units, Thousands of Units,,,,WE,West,0,Housing Vacancies and Homeownership,OWNOCC
7132,ESTIMATE_RNTOCC_WE,2006-10-01,8472,ESTIMATE,Housing Inventory Estimate,0,RNTOCC,Renter Occupied Housing Units, Thousands of Units,,,,WE,West,0,Housing Vacancies and Homeownership,RNTOCC
7133,ESTIMATE_VACANT_WE,2006-10-01,3112,ESTIMATE,Housing Inventory Estimate,0,VACANT,Vacant Housing Units, Thousands of Units,,,,WE,West,0,Housing Vacancies and Homeownership,VACANT
7134,ESTIMATE_YRVAC_WE,2006-10-01,2312,ESTIMATE,Housing Inventory Estimate,0,YRVAC,Year-Round Vacant Housing Units, Thousands of Units,,,,WE,West,0,Housing Vacancies and Homeownership,YRVAC
7135,ESTIMATE_SEASON_WE,2006-10-01,799,ESTIMATE,Housing Inventory Estimate,0,SEASON,Seasonal Housing Units, Thousands of Units,,,,WE,West,0,Housing Vacancies and Homeownership,SEASON
7136,ESTIMATE_RENT_WE,2006-10-01,599,ESTIMATE,Housing Inventory Estimate,0,RENT,Vacant Housing Units for Rent, Thousands of Units,,,,WE,West,0,Housing Vacancies and Homeownership,RENT
7137,ESTIMATE_SALE_WE,2006-10-01,371,ESTIMATE,Housing Inventory Estimate,0,SALE,Vacant Housing Units for Sale, Thousands of Units,,,,WE,West,0,Housing Vacancies and Homeownership,SALE
7138,ESTIMATE_RNTSLD_WE,2006-10-01,251,ESTIMATE,Housing Inventory Estimate,0,RNTSLD,"Vacant Housing Units Rented or Sold, Not Yet Occupied", Thousands of Units,,,,WE,West,0,Housing Vacancies and Homeownership,RNTSLD
7139,ESTIMATE_OFFMAR_WE,2006-10-01,1092,ESTIMATE,Housing Inventory Estimate,0,OFFMAR,Vacant Housing Units Held Off the Market, Thousands of Units,,,,WE,West,0,Housing Vacancies and Homeownership,OFFMAR
7140,ESTIMATE_OCCUSE_WE,2006-10-01,489,ESTIMATE,Housing Inventory Estimate,0,OCCUSE,Vacant Housing Units Held Off the Market and For Occasional Use, Thousands of Units,,,,WE,West,0,Housing Vacancies and Homeownership,OCCUSE
7141,ESTIMATE_URE_WE,2006-10-01,213,ESTIMATE,Housing Inventory Estimate,0,URE,Vacant Housing Units Held Off the Market and Usual Residence Elsewhere, Thousands of Units,,,,WE,West,0,Housing Vacancies and Homeownership,URE
7142,ESTIMATE_OTH_WE,2006-10-01,389,ESTIMATE,Housing Inventory Estimate,0,OTH,Vacant Housing Units Held Off the Market and Vacant for Other Reasons, Thousands of Units,,,,WE,West,0,Housing Vacancies and Homeownership,OTH
